,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Android Ver
313,Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000.0,Free,0.0,Everyone,4.0
314,Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000.0,Free,0.0,Everyone,4.0
316,Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000.0,Free,0.0,Everyone,4.0
319,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000.0,Free,0.0,Everyone,4.0
321,TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000.0,Free,0.0,Everyone,4.0
322,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000.0,Free,0.0,Everyone,5.0
326,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000.0,Free,0.0,Mature 17+,4.0
328,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000.0,Free,0.0,Everyone,4.0
330,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000.0,Free,0.0,Teen,4.0
331,WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000.0,Free,0.0,Everyone,4.0
332,My magenta,COMMUNICATION,3.9,42370,37.0,1000000.0,Free,0.0,Everyone,5.0
338,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000.0,Free,0.0,Everyone,4.0
341,Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000.0,Free,0.0,Teen,4.0
342,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000.0,Free,0.0,Teen,4.0
343,My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000.0,Free,0.0,Everyone,4.0
344,Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000.0,Free,0.0,Everyone,4.0
345,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,0.07,10000000.0,Free,0.0,Everyone,4.0
346,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000.0,Free,0.0,Everyone,4.0
347,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000.0,Free,0.0,Everyone,4.0
350,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000.0,Free,0.0,Everyone,4.0
351,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000.0,Free,0.0,Everyone,2.0
352,chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000.0,Free,0.0,Everyone,2.0
354,Text SMS,COMMUNICATION,4.5,349384,8.2,10000000.0,Free,0.0,Everyone,4.0
359,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000.0,Free,0.0,Everyone,4.0
362,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000.0,Free,0.0,Everyone,4.0
363,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000.0,Free,0.0,Everyone,4.0
364,Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000.0,Free,0.0,Everyone,2.0
366,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000.0,Free,0.0,Everyone,4.0
368,Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000.0,Free,0.0,Everyone,4.0
369,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000.0,Free,0.0,Everyone,4.0
370,Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000.0,Free,0.0,Everyone,4.0
371,Web Browser,COMMUNICATION,4.2,10965,2.3,500000.0,Free,0.0,Everyone,3.0
373,Contacts+,COMMUNICATION,4.2,190613,11.0,10000000.0,Free,0.0,Everyone,4.0
374,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000.0,Free,0.0,Everyone,2.0
375,PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,1000000.0,Free,0.0,Everyone,4.0
376,Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000.0,Free,0.0,Everyone,4.0
377,Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,5000000.0,Free,0.0,Everyone,4.0
378,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,10000000.0,Free,0.0,Mature 17+,5.0
379,Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,10000000.0,Free,0.0,Mature 17+,5.0
380,Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000.0,Free,0.0,Everyone,4.0
381,RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000.0,Free,0.0,Everyone,2.0
382,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,10000000.0,Free,0.0,Everyone,4.0
383,Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29.0,10000000.0,Free,0.0,Everyone,4.0
386,Call Control - Call Blocker,COMMUNICATION,4.4,93825,11.0,5000000.0,Free,0.0,Everyone,4.0
388,Video Caller Id,COMMUNICATION,4.2,15287,17.0,1000000.0,Free,0.0,Everyone,4.0
389,Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17.0,5000000.0,Free,0.0,Everyone,4.0
392,Caller ID +,COMMUNICATION,4.0,9498,0.11,1000000.0,Free,0.0,Everyone,2.0
393,K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000.0,Free,0.0,Everyone,4.0
395,Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44.0,1000000.0,Free,0.0,Everyone,4.0
396,All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000.0,Free,0.0,Everyone,4.0
397,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,1000000.0,Free,0.0,Everyone,5.0
398,GO Notifier,COMMUNICATION,4.2,124346,0.69,10000000.0,Free,0.0,Everyone,2.0
400,Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000.0,Free,0.0,Everyone,2.0
401,Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,5000000.0,Free,0.0,Everyone,4.0
404,Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23.0,1000000.0,Free,0.0,Everyone,2.0
405,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26.0,5000000.0,Free,0.0,Everyone,4.0
407,Calculator,DATING,2.6,57,6.2,1000.0,Paid,6.99,Everyone,4.0
411,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100.0,Paid,7.99,Mature 17+,4.0
413,OkCupid Dating,DATING,4.1,285726,15.0,10000000.0,Free,0.0,Mature 17+,4.0
415,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56.0,100000.0,Free,0.0,Mature 17+,4.0
416,Hinge: Dating & Relationships,DATING,4.2,7779,12.0,500000.0,Free,0.0,Mature 17+,5.0
417,Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11.0,5000000.0,Free,0.0,Mature 17+,4.0
418,BBW Dating & Plus Size Chat,DATING,4.4,12632,29.0,1000000.0,Free,0.0,Mature 17+,4.0
420,CMB Free Dating App,DATING,4.0,48845,40.0,1000000.0,Free,0.0,Mature 17+,4.0
422,eharmony - Online Dating App,DATING,3.1,31320,53.0,5000000.0,Free,0.0,Mature 17+,4.0
423,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,5000000.0,Free,0.0,Mature 17+,4.0
424,"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24.0,100000.0,Free,0.0,Mature 17+,4.0
425,Clover Dating App,DATING,4.1,11633,23.0,500000.0,Free,0.0,Mature 17+,4.0
426,Black People Meet Singles Date,DATING,3.9,10212,5.0,1000000.0,Free,0.0,Mature 17+,4.0
427,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44.0,1000000.0,Free,0.0,Mature 17+,4.0
428,Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27.0,10000.0,Free,0.0,Mature 17+,4.0
429,stranger chat - anonymous chat,DATING,3.5,13202,6.1,1000000.0,Free,0.0,Mature 17+,4.0
431,Free Dating Hook Up Messenger,DATING,3.3,1157,21.0,100000.0,Free,0.0,Mature 17+,4.0
432,Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11.0,10000000.0,Free,0.0,Mature 17+,4.0
433,Once - Quality Matches Every day,DATING,4.4,222888,21.0,1000000.0,Free,0.0,Mature 17+,4.0
434,BLK - Swipe. Match. Chat.,DATING,4.1,2067,24.0,100000.0,Free,0.0,Mature 17+,4.0
435,Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31.0,500000.0,Free,0.0,Mature 17+,4.0
436,Howlr,DATING,3.9,105,27.0,5000.0,Free,0.0,Mature 17+,4.0
437,Stranger Chat & Date,DATING,3.6,3414,6.2,500000.0,Free,0.0,Mature 17+,4.0
439,RandoChat - Chat roulette,DATING,3.6,11806,12.0,1000000.0,Free,0.0,Mature 17+,4.0
440,BeWild Free Dating & Chat App,DATING,3.4,1999,8.0,100000.0,Free,0.0,Mature 17+,4.0
441,"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9,1000000.0,Free,0.0,Mature 17+,4.0
442,"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9,1000000.0,Free,0.0,Mature 17+,4.0
443,OurTime Dating for Singles 50+,DATING,3.4,2519,5.0,100000.0,Free,0.0,Mature 17+,4.0
444,FarmersOnly Dating,DATING,3.0,1146,1.4,100000.0,Free,0.0,Mature 17+,4.0
445,Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13.0,500000.0,Free,0.0,Mature 17+,4.0
446,Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40.0,500000.0,Free,0.0,Mature 17+,4.0
447,Christian Dating For Free App,DATING,3.9,8722,13.0,500000.0,Free,0.0,Mature 17+,4.0
448,Just She - Top Lesbian Dating,DATING,1.9,953,19.0,100000.0,Free,0.0,Mature 17+,5.0
449,Single Parent Meet #1 Dating,DATING,3.5,2593,5.0,500000.0,Free,0.0,Mature 17+,4.0
450,EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19.0,500000.0,Free,0.0,Mature 17+,4.0
451,Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27.0,100000.0,Free,0.0,Mature 17+,4.0
452,InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0,50000.0,Free,0.0,Mature 17+,5.0
453,Sugar Mommas Dating And Single Search,DATING,3.5,1972,13.0,1000000.0,Free,0.0,Mature 17+,4.0
454,"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2,1000000.0,Free,0.0,Everyone,4.0
455,"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25.0,100000.0,Free,0.0,Mature 17+,4.0
457,Sugar Daddy Dating App,DATING,2.5,277,5.7,100000.0,Free,0.0,Mature 17+,4.0
458,Adult Dirty Emojis,DATING,2.8,80,5.5,10000.0,Free,0.0,Teen,4.0
460,"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5,1000000.0,Free,0.0,Mature 17+,4.0
461,SnpCupid Dating,DATING,3.5,1093,5.8,100000.0,Free,0.0,Mature 17+,4.0
463,Adult Dating - AdultFinder,DATING,3.3,1601,3.8,500000.0,Free,0.0,Mature 17+,4.0
464,Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41.0,100000.0,Free,0.0,Mature 17+,4.0
465,"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9,1000000.0,Free,0.0,Mature 17+,4.0
466,BBWCupid - BBW Dating App,DATING,3.5,241,2.8,50000.0,Free,0.0,Mature 17+,5.0
467,ChatVideo Meet new people,DATING,4.2,63986,20.0,5000000.0,Free,0.0,Mature 17+,4.0
468,"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15.0,500000.0,Free,0.0,Mature 17+,4.0
469,Black White Interracial Dating - Interracial Match,DATING,4.1,535,28.0,100000.0,Free,0.0,Mature 17+,4.0
470,"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6,100000.0,Free,0.0,Mature 17+,4.0
471,FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13.0,500000.0,Free,0.0,Mature 17+,4.0
472,The League,DATING,3.0,837,9.4,100000.0,Free,0.0,Mature 17+,4.0
473,"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27.0,10000.0,Free,0.0,Mature 17+,4.0
474,Heart mill,DATING,3.3,4631,45.0,100000.0,Free,0.0,Mature 17+,5.0
475,95Live -SG#1 Live Streaming App,DATING,4.1,4953,15.0,1000000.0,Free,0.0,Teen,4.0
476,Mutual - LDS Dating,DATING,3.7,1439,38.0,50000.0,Free,0.0,Mature 17+,4.0
477,2RedBeans,DATING,4.0,337,32.0,10000.0,Free,0.0,Mature 17+,4.0
478,"SweetRing - Meet, Match, Date",DATING,4.0,51698,63.0,1000000.0,Free,0.0,Mature 17+,4.0
479,"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44.0,100000.0,Free,0.0,Mature 17+,4.0
480,SilverSingles: The 50+ Dating App,DATING,3.3,149,16.0,10000.0,Free,0.0,Mature 17+,4.0
481,Herpes Positive Singles Dating,DATING,4.4,198,28.0,10000.0,Free,0.0,Mature 17+,4.0
482,Glam - Premium Dating App,DATING,4.3,23170,9.0,500000.0,Free,0.0,Mature 17+,4.0
483,"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20.0,500000.0,Free,0.0,Mature 17+,4.0
484,JustDating,DATING,4.0,13440,49.0,500000.0,Free,0.0,Mature 17+,4.0
485,Interracial Match Dating App,DATING,3.6,143,27.0,10000.0,Free,0.0,Mature 17+,4.0
486,Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18.0,100000.0,Free,0.0,Mature 17+,4.0
487,Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14.0,100000.0,Free,0.0,Mature 17+,4.0
488,Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,27.0,500000.0,Free,0.0,Mature 17+,4.0
489,Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38.0,1000000.0,Free,0.0,Mature 17+,4.0
490,BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27.0,10000.0,Free,0.0,Mature 17+,4.0
491,Hitwe - meet people and chat,DATING,4.2,243950,21.0,10000000.0,Free,0.0,Mature 17+,4.0
492,A hundred,DATING,4.1,236,8.8,10000.0,Free,0.0,Mature 17+,4.0
493,JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38.0,100000.0,Free,0.0,Mature 17+,4.0
495,WannaMeet – Dating & Chat App,DATING,4.1,6701,11.0,1000000.0,Free,0.0,Mature 17+,4.0
496,Luxy Pro- Elite Dating Single,DATING,3.9,742,26.0,50000.0,Free,0.0,Mature 17+,4.0
497,Dating Network,DATING,4.0,187,19.0,10000.0,Free,0.0,Mature 17+,4.0
498,"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506,6.1,500000.0,Free,0.0,Mature 17+,4.0
499,"iPair-Meet, Chat, Dating",DATING,4.5,182986,77.0,5000000.0,Free,0.0,Mature 17+,4.0
500,"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5,1000000.0,Free,0.0,Mature 17+,4.0
501,Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14.0,1000.0,Free,0.0,Mature 17+,4.0
502,O-Star,DATING,4.4,59,38.0,5000.0,Free,0.0,Everyone,4.0
503,Free Cam Girls - Live Webcam,DATING,3.5,35,16.0,1000.0,Free,0.0,Mature 17+,4.0
504,Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4,500.0,Free,0.0,Everyone,4.0
505,Live Girls Talk - Free Video Chat,DATING,4.8,125,4.7,5000.0,Free,0.0,Mature 17+,4.0
506,Live Talk - Free Text and Video Chat,DATING,4.6,185,5.0,10000.0,Free,0.0,Mature 17+,4.0
507,Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9,100.0,Free,0.0,Mature 17+,4.0
508,Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9,10000.0,Free,0.0,Mature 17+,4.0
510,MouseMingle,DATING,2.7,3,3.9,100.0,Free,0.0,Mature 17+,4.0
511,American Girls Mobile Numbers,DATING,5.0,5,4.4,1000.0,Free,0.0,Mature 17+,4.0
513,FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,4.5,1000.0,Free,0.0,Mature 17+,4.0
514,Awake Dating,DATING,5.0,2,70.0,100.0,Free,0.0,Mature 17+,4.0
515,Live Chat - Free Video Chat Rooms,DATING,4.8,20,4.9,500.0,Free,0.0,Mature 17+,4.0
517,FREE LIVE TALK,DATING,4.9,776,4.9,5000.0,Free,0.0,Mature 17+,4.0
518,Random Chat App with Strangers,DATING,3.0,2,16.0,100.0,Free,0.0,Mature 17+,4.0
521,Live Chat - Free Video Talk,DATING,4.7,14,21.0,5000.0,Free,0.0,Mature 17+,4.0
524,House party - live chat,DATING,1.0,1,9.2,10.0,Free,0.0,Mature 17+,4.0
532,Spine- The dating app,DATING,5.0,5,9.3,500.0,Free,0.0,Teen,4.0
533,Online Chat Girls Meet,DATING,4.7,18,5.0,500.0,Free,0.0,Mature 17+,4.0
535,Girls Live Talk - Free Text and Video Chat,DATING,5.0,6,5.0,100.0,Free,0.0,Mature 17+,4.0
539,Online Girls Chat Group,DATING,5.0,5,5.0,100.0,Free,0.0,Mature 17+,4.0
544,UK Girls Mobile Numbers,DATING,3.0,1,5.5,500.0,Free,0.0,Mature 17+,4.0
545,chat saudi arabia,DATING,4.1,11,11.0,1000.0,Free,0.0,Mature 17+,4.0
553,Speeding Joyride & Car Meet App,DATING,5.0,3,25.0,100.0,Free,0.0,Mature 17+,4.0
554,LOBSTR - go on a lunch date,DATING,3.7,101,15.0,10000.0,Free,0.0,Mature 17+,4.0
555,Titanic App - Feminist Dating Application,DATING,4.5,120,10.0,500.0,Free,0.0,Mature 17+,5.0
556,French Chat Room,DATING,4.2,24,4.9,1000.0,Free,0.0,Mature 17+,4.0
560,Halalguur,DATING,4.3,6,9.0,100.0,Free,0.0,Mature 17+,4.0
562,"2Date Dating App, Love and matching",DATING,4.4,41605,8.1,500000.0,Free,0.0,Mature 17+,4.0
563,Teenage Chat & Dating,DATING,3.4,5,14.0,500.0,Free,0.0,Mature 17+,4.0
564,Girls Online Talk - Free Text and Video Chat,DATING,4.7,791,3.7,10000.0,Free,0.0,Mature 17+,4.0
565,Online Girls Chat,DATING,4.8,5323,3.5,50000.0,Free,0.0,Mature 17+,4.0
566,LIVE VIDEO TALK,DATING,4.7,478,4.5,10000.0,Free,0.0,Mature 17+,4.0
567,SkyLove – Dating and chat,DATING,3.5,69,36.0,5000.0,Free,0.0,Mature 17+,4.0
568,Free Live Talk-Video Call,DATING,4.7,158,4.5,10000.0,Free,0.0,Mature 17+,4.0
569,FindLoving,DATING,3.8,24,19.0,1000.0,Free,0.0,Mature 17+,4.0
570,Sugar Daddies Dating App,DATING,2.9,53,14.0,10000.0,Free,0.0,Mature 17+,4.0
573,TED,EDUCATION,4.6,181893,18.0,10000000.0,Free,0.0,Everyone 10+,4.0
574,English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,18.0,100000.0,Free,0.0,Everyone,4.0
575,Khan Academy,EDUCATION,4.6,85375,21.0,5000000.0,Free,0.0,Everyone,4.0
576,Learn English with Wlingua,EDUCATION,4.7,314299,3.3,10000000.0,Free,0.0,Everyone,4.0
578,Princess Coloring Book,EDUCATION,4.5,9770,39.0,5000000.0,Free,0.0,Everyone,1.0
579,Learn Spanish - Español,EDUCATION,4.7,32346,3.2,1000000.0,Free,0.0,Everyone,4.0
580,English Grammar Test,EDUCATION,4.8,4075,5.1,500000.0,Free,0.0,Everyone,4.0
581,Speed Reading,EDUCATION,4.6,10611,11.0,500000.0,Free,0.0,Everyone,4.0
582,English for beginners,EDUCATION,4.6,9321,27.0,1000000.0,Free,0.0,Everyone,4.0
583,Flame - درب عقلك يوميا,EDUCATION,4.6,56065,37.0,1000000.0,Free,0.0,Everyone,4.0
585,"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,26.0,1000000.0,Free,0.0,Everyone,2.0
586,Kids Mode,EDUCATION,3.8,2469,11.0,500000.0,Free,0.0,Everyone,4.0
588,Dinosaurs Coloring Pages,EDUCATION,4.4,390,41.0,500000.0,Free,0.0,Everyone,1.0
589,Cars Coloring Pages,EDUCATION,4.4,1090,49.0,1000000.0,Free,0.0,Everyone,1.0
590,Babbel – Learn Languages,EDUCATION,4.3,266948,21.0,10000000.0,Free,0.0,Everyone,4.0
591,Math Tricks,EDUCATION,4.5,342918,8.1,10000000.0,Free,0.0,Everyone,4.0
592,Monster Truck Driver & Racing,EDUCATION,4.4,748,51.0,1000000.0,Free,0.0,Everyone,1.0
593,Learn English Words Free,EDUCATION,4.6,172640,14.0,5000000.0,Free,0.0,Everyone,4.0
594,Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18.0,50000.0,Free,0.0,Mature 17+,5.0
595,English speaking texts,EDUCATION,4.4,1619,3.0,1000000.0,Free,0.0,Everyone,1.0
596,Thai Handwriting,EDUCATION,4.3,3168,19.0,1000000.0,Free,0.0,Everyone,4.0
598,Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22.0,1000000.0,Free,0.0,Mature 17+,4.0
599,Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9,1000000.0,Free,0.0,Everyone,2.0
600,Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,7.4,500000.0,Free,0.0,Everyone,4.0
601,Free intellectual training game application |,EDUCATION,4.2,5741,84.0,1000000.0,Free,0.0,Everyone,3.0
602,ABC Preschool Free,EDUCATION,3.8,27572,25.0,5000000.0,Free,0.0,Everyone,3.0
603,PINKFONG Baby Shark,EDUCATION,4.5,10852,18.0,1000000.0,Free,0.0,Everyone,4.0
605,Learn English for beginners,EDUCATION,4.5,1929,2.5,500000.0,Free,0.0,Everyone,2.0
606,Listen and learn English in seven days,EDUCATION,4.3,1516,3.9,100000.0,Free,0.0,Everyone,4.0
608,Learn English from Persian: Persian to English,EDUCATION,4.3,423,21.0,100000.0,Free,0.0,Everyone,4.0
609,English with Lingualeo,EDUCATION,4.7,254519,27.0,5000000.0,Free,0.0,Everyone,4.0
612,Udemy - Online Courses,EDUCATION,4.5,99020,18.0,1000000.0,Free,0.0,Everyone,5.0
614,"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381,10.0,1000000.0,Free,0.0,Everyone 10+,4.0
618,Memorado - Brain Games,EDUCATION,4.4,56897,97.0,1000000.0,Free,0.0,Everyone,1.0
619,Lynda - Online Training Videos,EDUCATION,4.2,8599,17.0,1000000.0,Free,0.0,Everyone,4.0
622,Quiz&Learn Python,EDUCATION,4.0,304,2.0,10000.0,Free,0.0,Everyone,4.0
623,C++ Tutorials,EDUCATION,4.1,358,1.9,50000.0,Free,0.0,Everyone,2.0
624,C++ Programming,EDUCATION,4.3,11904,1.8,1000000.0,Free,0.0,Everyone,2.0
625,C Programming,EDUCATION,4.3,22251,1.8,1000000.0,Free,0.0,Everyone,2.0
626,Udacity - Lifelong Learning,EDUCATION,4.3,22384,17.0,1000000.0,Free,0.0,Everyone,5.0
627,Learn C++,EDUCATION,4.6,73404,5.3,1000000.0,Free,0.0,Everyone,4.0
629,Learn JavaScript,EDUCATION,4.6,25183,5.4,1000000.0,Free,0.0,Everyone,4.0
630,Learn Java,EDUCATION,4.7,52743,5.4,1000000.0,Free,0.0,Everyone,4.0
631,Learn HTML,EDUCATION,4.7,61749,5.4,1000000.0,Free,0.0,Everyone,4.0
632,"Programming Hub, Learn to code",EDUCATION,4.3,55704,15.0,1000000.0,Free,0.0,Everyone,4.0
633,Learn SQL,EDUCATION,4.7,19277,5.3,1000000.0,Free,0.0,Everyone,4.0
634,Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,48.0,100000.0,Free,0.0,Everyone,4.0
635,Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4,1000000.0,Free,0.0,Everyone,4.0
636,Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47.0,100000.0,Free,0.0,Everyone,4.0
637,Pocket GMAT Math,EDUCATION,4.3,656,0.55,10000.0,Free,0.0,Everyone,2.0
638,GMAT Question Bank,EDUCATION,4.2,240,29.0,10000.0,Free,0.0,Everyone,2.0
639,GRE Tutor,EDUCATION,4.0,275,2.3,50000.0,Free,0.0,Everyone,2.0
641,"play2prep: ACT, SAT prep",EDUCATION,4.2,3692,4.4,100000.0,Free,0.0,Everyone,2.0
642,SAT Test,EDUCATION,4.1,2363,6.6,100000.0,Free,0.0,Everyone,4.0
644,Pocket SAT Math,EDUCATION,4.0,430,0.52,10000.0,Free,0.0,Everyone,2.0
645,TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,12.0,100000.0,Free,0.0,Everyone,4.0
647,GRE® Flashcards by Kaplan,EDUCATION,4.0,316,29.0,50000.0,Free,0.0,Everyone,4.0
651,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,76.0,5000000.0,Free,0.0,Everyone,5.0
653,LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18.0,1000000.0,Free,0.0,Everyone,4.0
655,Free english course,EDUCATION,4.7,142632,6.9,5000000.0,Free,0.0,Everyone,4.0
656,Learn 50 languages,EDUCATION,4.4,55256,14.0,5000000.0,Free,0.0,Everyone,4.0
657,Babbel – Learn Spanish,EDUCATION,4.4,54798,11.0,1000000.0,Free,0.0,Everyone,4.0
658,Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,19.0,500000.0,Free,0.0,Everyone,4.0
659,Learn English with Aco,EDUCATION,4.6,75112,6.5,1000000.0,Free,0.0,Everyone,4.0
660,Learn to Speak English,EDUCATION,4.4,33646,7.0,1000000.0,Free,0.0,Everyone,4.0
661,"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,21.0,10000000.0,Free,0.0,Everyone 10+,5.0
663,Study Checker,EDUCATION,4.2,3816,2.6,500000.0,Free,0.0,Everyone,2.0
664,My Study Life - School Planner,EDUCATION,4.3,47847,21.0,1000000.0,Free,0.0,Everyone,4.0
665,HomeWork,EDUCATION,4.3,16195,5.2,1000000.0,Free,0.0,Everyone,4.0
666,Next Gen Science Standards,EDUCATION,4.3,206,18.0,50000.0,Free,0.0,Everyone,2.0
668,Teacher's Gradebook - Additio,EDUCATION,4.2,3241,16.0,100000.0,Free,0.0,Everyone,4.0
669,Common Core,EDUCATION,4.0,835,15.0,100000.0,Free,0.0,Everyone,2.0
670,Homework Planner,EDUCATION,4.0,2525,1.2,100000.0,Free,0.0,Everyone,4.0
672,Edmodo,EDUCATION,4.1,200058,18.0,10000000.0,Free,0.0,Everyone,4.0
673,Socrative Teacher,EDUCATION,3.9,1239,1.8,100000.0,Free,0.0,Everyone,3.0
674,Training schedule - AllUniver,EDUCATION,4.1,702,7.6,10000.0,Free,0.0,Everyone,4.0
676,ClassDojo,EDUCATION,4.4,148550,59.0,10000000.0,Free,0.0,Everyone,4.0
677,Lerni. Learn languages.,EDUCATION,4.0,3847,6.9,500000.0,Free,0.0,Everyone,3.0
